MSISDN,Latitude,Longitude,Datetime
9.1984E+11,18.510535,74.188484,29-08-2023 14:42
9.12969E+11,18.424917,74.047607,14-02-2023 07:49
9.1234E+11,18.569159,74.062207,21-10-2023 03:56
9.16004E+11,18.530464,73.892816,16-04-2023 18:36
9.19408E+11,18.511193,74.156022,25-09-2023 08:01
9.11847E+11,18.478677,73.87211,30-01-2023 22:39
9.15914E+11,18.691019,73.855209,11-09-2023 12:03
9.19355E+11,18.570855,73.817064,13-04-2023 13:06
9.19795E+11,18.549996,73.844552,27-06-2023 02:18
9.17015E+11,18.690564,74.007263,04-01-2023 20:08
9.15472E+11,18.5211,74.089018,11-03-2023 21:13
9.16938E+11,18.661128,73.862218,19-06-2023 01:48
9.11262E+11,18.458168,74.017118,16-11-2023 05:14
9.17239E+11,18.497692,73.867675,08-06-2023 07:04
9.1258E+11,18.576198,74.116368,01-08-2023 10:52
9.11374E+11,18.404303,73.920925,03-02-2023 07:35
9.14777E+11,18.643011,73.936866,15-12-2023 04:25
9.16748E+11,18.50461,73.984447,16-02-2023 13:32
9.18952E+11,18.569141,73.999248,09-11-2023 12:54
9.12822E+11,18.492772,73.87945,27-11-2023 05:23
9.19883E+11,18.542021,73.976353,03-12-2023 15:44
9.17712E+11,18.649316,74.173649,04-04-2023 14:11
9.10632E+11,18.494483,74.182693,13-12-2023 15:49
9.13368E+11,18.690927,73.858325,21-02-2023 18:34
9.1453E+11,18.555839,74.06585,14-02-2023 21:11
9.16948E+11,18.474097,73.956414,05-12-2023 11:24
9.1629E+11,18.446034,73.817672,04-12-2023 03:13
9.15381E+11,18.466071,74.198973,04-04-2023 07:29
9.18506E+11,18.485348,74.054181,02-12-2023 07:37
9.15966E+11,18.46309,73.803483,04-08-2023 13:51
9.12068E+11,18.439818,73.870986,28-05-2023 14:29
9.19065E+11,18.462453,73.990416,08-02-2023 20:15
9.15867E+11,18.648597,73.959864,21-02-2023 20:04
9.17413E+11,18.425322,73.859656,11-06-2023 11:20
9.10916E+11,18.535839,73.98621,02-09-2023 04:27
9.16037E+11,18.410616,74.070076,16-07-2023 18:34
9.16403E+11,18.633105,73.849335,05-10-2023 13:33
9.12881E+11,18.458695,73.892063,01-08-2023 12:00
9.10544E+11,18.478416,74.021705,03-06-2023 05:27
9.11984E+11,18.662521,73.959877,13-04-2023 01:55
9.14903E+11,18.576717,74.137487,22-07-2023 19:43
9.18085E+11,18.506065,74.146635,17-05-2023 00:31
9.1894E+11,18.553977,73.967023,09-07-2023 07:50
9.18763E+11,18.67746,74.127081,10-01-2023 22:01
9.12078E+11,18.577439,73.896753,20-07-2023 07:04
9.18418E+11,18.58401,74.0166,30-03-2023 00:25
9.15682E+11,18.684027,74.152028,26-11-2023 21:00
9.19997E+11,18.623529,74.057873,31-03-2023 22:18
9.14026E+11,18.676941,73.948853,25-11-2023 23:10
9.1841E+11,18.558306,73.949972,12-03-2023 12:43
9.13747E+11,18.433515,73.933026,09-03-2023 16:24
9.14092E+11,18.640159,73.83843,01-12-2023 05:30
9.1006E+11,18.418852,74.091144,17-05-2023 12:34
9.1672E+11,18.538777,74.068689,27-03-2023 11:54
9.11106E+11,18.430664,73.946232,19-06-2023 12:58
9.12459E+11,18.627295,74.192967,28-07-2023 15:27
9.15212E+11,18.491235,73.80813,14-05-2023 09:53
9.11163E+11,18.553641,74.046974,05-01-2023 10:25
9.11393E+11,18.695542,73.874758,28-11-2023 17:36
9.1998E+11,18.414734,73.870983,07-08-2023 09:19
9.14153E+11,18.634994,74.086293,13-10-2023 16:01
9.19208E+11,18.44248,74.033363,24-03-2023 22:13
9.16565E+11,18.416268,74.080661,20-02-2023 17:54
9.11492E+11,18.673128,74.062704,01-11-2023 16:08
9.15533E+11,18.673752,73.970149,26-12-2023 13:59
9.10718E+11,18.579405,73.855965,21-10-2023 00:28
9.14199E+11,18.557849,74.152765,10-12-2023 22:01
9.17176E+11,18.675383,74.099537,12-01-2023 17:20
9.10345E+11,18.631427,73.964261,21-08-2023 02:11
9.13339E+11,18.584209,73.846162,28-03-2023 02:03
9.18097E+11,18.597365,74.098409,18-09-2023 04:12
9.15001E+11,18.499168,73.85355,01-07-2023 01:29
9.12608E+11,18.48961,74.157835,14-01-2023 20:29
9.15778E+11,18.420914,74.066746,21-05-2023 13:40
9.15785E+11,18.492243,74.022825,30-09-2023 18:00
9.13235E+11,18.684195,74.054941,23-06-2023 20:18
9.191E+11,18.500568,74.112607,15-12-2023 04:23
9.19956E+11,18.500736,74.011273,12-06-2023 06:50
9.11334E+11,18.474944,73.864969,22-11-2023 18:58
9.16982E+11,18.557023,73.996113,30-09-2023 09:12
9.15224E+11,18.585344,74.080905,09-08-2023 01:45
9.16141E+11,18.621685,73.808852,02-02-2023 20:56
9.17444E+11,18.68977,73.853793,20-11-2023 06:53
9.11385E+11,18.644997,73.924082,30-06-2023 14:42
9.10358E+11,18.671683,73.848929,31-12-2023 12:37
9.16665E+11,18.627899,73.849321,14-01-2023 15:38
9.1699E+11,18.546952,74.091313,06-09-2023 08:27
9.1377E+11,18.674354,74.049355,05-01-2023 16:00
9.18571E+11,18.657579,73.963383,12-09-2023 02:04
9.18533E+11,18.535156,73.81438,14-10-2023 22:55
9.15904E+11,18.413299,73.914863,14-11-2023 22:57
9.12719E+11,18.554239,73.935741,25-11-2023 15:59
9.10632E+11,18.467113,73.863346,05-06-2023 04:14
9.10006E+11,18.657182,74.067464,18-01-2023 10:47
9.12681E+11,18.650366,73.83201,02-02-2023 04:12
9.19648E+11,18.532133,73.85034,12-05-2023 22:42
9.13964E+11,18.596064,73.951806,27-02-2023 23:54
9.1804E+11,18.563964,73.974175,12-05-2023 09:42
9.17763E+11,18.587693,73.908828,22-08-2023 15:24
9.17595E+11,18.651013,73.984211,08-09-2023 01:50
9.14238E+11,18.416504,74.121357,05-11-2023 05:06
9.12066E+11,18.412277,74.006294,12-07-2023 13:05
9.19252E+11,18.689893,73.901327,09-12-2023 11:21
9.19488E+11,18.546967,73.828968,09-09-2023 06:46
9.19273E+11,18.443367,74.108807,25-05-2023 03:47
9.12271E+11,18.532636,74.173411,13-05-2023 21:36
9.14368E+11,18.458379,74.098307,13-02-2023 16:09
9.1818E+11,18.55546,74.103963,06-09-2023 08:03
9.18544E+11,18.500307,74.040607,09-04-2023 15:30
9.11547E+11,18.630683,74.080656,09-05-2023 16:33
9.10599E+11,18.606858,74.144965,06-07-2023 20:58
9.14124E+11,18.659939,73.944362,12-03-2023 02:48
9.10031E+11,18.65359,74.061398,07-10-2023 05:32
9.13895E+11,18.568595,73.892465,04-06-2023 06:57
9.18507E+11,18.433619,73.951205,09-08-2023 16:23
9.16977E+11,18.411869,74.037615,02-11-2023 18:08
9.13799E+11,18.496176,73.95431,11-07-2023 13:21
9.19804E+11,18.653342,74.182581,10-10-2023 09:21
9.17541E+11,18.523852,73.98432,26-12-2023 17:45
9.10994E+11,18.493408,74.012723,13-10-2023 10:37
9.14477E+11,18.618149,74.063721,25-09-2023 11:27
9.13359E+11,18.681485,74.136796,19-01-2023 08:02
9.11012E+11,18.581248,74.022509,20-04-2023 03:22
9.15745E+11,18.660565,73.998519,12-07-2023 19:34
9.16772E+11,18.519949,74.010229,07-03-2023 05:33
9.16087E+11,18.680389,74.124619,29-11-2023 14:55
9.15761E+11,18.673391,74.00059,28-09-2023 20:25
9.15578E+11,18.537168,74.153133,09-11-2023 11:56
9.16508E+11,18.657762,73.879592,17-12-2023 22:40
9.13441E+11,18.516596,73.933851,06-04-2023 21:28
9.17177E+11,18.570723,73.978415,28-05-2023 02:06
9.12706E+11,18.440048,74.150072,13-06-2023 22:32
9.1372E+11,18.608441,73.926857,31-07-2023 07:41
9.17302E+11,18.588447,74.036956,24-07-2023 15:31
9.14121E+11,18.588227,74.095642,14-04-2023 13:56
9.19734E+11,18.605692,74.025221,19-09-2023 22:00
9.17758E+11,18.462284,73.90747,20-07-2023 11:05
9.11257E+11,18.487549,73.813719,26-01-2023 08:36
9.17652E+11,18.504663,73.855114,06-04-2023 09:02
9.19818E+11,18.585209,74.028063,14-12-2023 14:00
9.13877E+11,18.462655,74.03166,03-02-2023 17:57
9.19069E+11,18.452405,73.987577,27-07-2023 23:16
9.19649E+11,18.508866,74.073104,16-12-2023 21:46
9.15031E+11,18.637685,74.151963,21-10-2023 05:00
9.1074E+11,18.53857,73.822512,25-12-2023 19:16
9.11024E+11,18.452371,74.081473,17-01-2023 08:28
9.11095E+11,18.665631,74.057838,17-11-2023 04:17
9.17782E+11,18.556743,73.942946,09-03-2023 13:18
9.10043E+11,18.567253,74.009436,11-10-2023 15:34
9.19744E+11,18.489635,74.150839,10-03-2023 21:05
9.139E+11,18.615506,73.905528,28-06-2023 02:57
9.1617E+11,18.622029,74.126726,14-02-2023 06:45
9.19495E+11,18.624985,73.840585,17-05-2023 08:05
9.14837E+11,18.499303,74.076079,25-03-2023 02:35
9.10202E+11,18.656281,74.176244,20-05-2023 06:51
9.15013E+11,18.626606,74.198025,06-06-2023 12:34
9.19495E+11,18.537564,73.893427,13-02-2023 00:48
9.16277E+11,18.692926,73.983097,05-03-2023 02:49
9.1649E+11,18.499932,73.943231,19-05-2023 22:42
9.17908E+11,18.655242,73.943978,11-03-2023 18:31
9.1194E+11,18.613499,73.889324,06-11-2023 21:50
9.13341E+11,18.689279,74.028232,16-06-2023 14:12
9.14618E+11,18.69375,73.95381,05-06-2023 23:17
9.14977E+11,18.526439,73.813421,08-12-2023 13:19
9.17618E+11,18.580632,73.918975,28-07-2023 08:19
9.16425E+11,18.646156,73.895977,08-06-2023 04:59
9.1247E+11,18.570926,74.09093,21-10-2023 15:27
9.10695E+11,18.492139,74.183341,08-12-2023 00:50
9.12048E+11,18.503113,74.085876,16-11-2023 17:45
9.17683E+11,18.568654,74.014288,01-09-2023 00:01
9.14611E+11,18.449732,73.842626,25-04-2023 02:56
9.16334E+11,18.493087,74.134604,25-11-2023 08:45
9.19188E+11,18.698858,74.169599,30-03-2023 03:41
9.15855E+11,18.45645,73.823443,12-04-2023 13:57
9.17446E+11,18.587209,74.123754,31-08-2023 00:57
9.16268E+11,18.660945,73.928382,30-08-2023 04:20
9.1118E+11,18.639931,73.991253,21-01-2023 08:30
9.11515E+11,18.525067,73.954456,25-11-2023 06:53
9.13963E+11,18.57974,73.997694,12-03-2023 10:51
9.15592E+11,18.634623,74.17754,27-03-2023 01:02
9.16488E+11,18.403348,74.151201,30-10-2023 10:19
9.11529E+11,18.53379,74.147051,15-04-2023 06:07
9.16426E+11,18.566924,74.192224,19-11-2023 18:06
9.10177E+11,18.596895,74.175377,30-05-2023 04:37
9.10776E+11,18.550619,74.014989,25-04-2023 12:06
9.1139E+11,18.513304,74.084615,06-03-2023 05:13
9.11277E+11,18.405598,73.947783,13-09-2023 16:51
9.16139E+11,18.441278,73.825984,21-05-2023 14:53
9.13047E+11,18.620495,74.181318,07-02-2023 12:43
9.11408E+11,18.665736,73.876299,06-01-2023 06:44
9.14512E+11,18.460174,74.152316,08-11-2023 02:47
9.15952E+11,18.415633,73.902085,24-05-2023 06:10
9.14255E+11,18.551893,74.142151,10-09-2023 09:39
9.10887E+11,18.50899,73.982112,01-10-2023 23:57
9.16754E+11,18.561782,73.875988,07-08-2023 21:30
9.11322E+11,18.646309,73.932034,18-05-2023 21:09
9.17212E+11,18.432618,73.920948,14-04-2023 10:17
9.15081E+11,18.611562,73.828985,24-07-2023 06:15
9.15988E+11,18.615699,73.887329,19-12-2023 13:25
9.13097E+11,18.482856,73.89607,26-09-2023 19:16
9.15413E+11,18.483549,74.079256,29-06-2023 21:15
9.11874E+11,18.449216,74.169098,08-02-2023 03:39
9.19625E+11,18.650702,74.183409,05-02-2023 09:31
9.18707E+11,18.510042,74.174212,15-11-2023 13:42
9.10187E+11,18.67987,74.084269,11-05-2023 09:42
9.16861E+11,18.67793,73.95416,20-09-2023 14:54
9.17997E+11,18.514737,73.87719,21-10-2023 07:33
9.14899E+11,18.606637,74.10439,04-06-2023 07:04
9.17829E+11,18.634869,74.015072,03-12-2023 02:34
9.19403E+11,18.551535,74.025933,25-12-2023 21:47
9.13506E+11,18.501436,74.162771,22-08-2023 23:20
9.18636E+11,18.661396,74.016702,31-05-2023 02:55
9.1119E+11,18.458006,74.170566,22-11-2023 22:39
9.15492E+11,18.484298,74.024748,10-05-2023 23:04
9.13926E+11,18.497631,74.160548,10-12-2023 02:04
9.14794E+11,18.557967,73.914187,12-10-2023 11:26
9.1367E+11,18.467592,74.164298,27-05-2023 02:13
9.15667E+11,18.641402,74.199699,02-02-2023 09:45
9.14781E+11,18.517134,74.165635,20-04-2023 21:47
9.17912E+11,18.410937,73.962348,10-04-2023 19:15
9.11343E+11,18.66656,74.174958,01-03-2023 06:23
9.13075E+11,18.449182,73.974244,24-12-2023 05:03
9.12274E+11,18.588343,74.127864,21-04-2023 12:27
9.1868E+11,18.698164,74.014683,27-03-2023 02:12
9.1503E+11,18.530482,74.109256,08-10-2023 05:42
9.14183E+11,18.571647,73.812913,12-04-2023 08:21
9.11603E+11,18.561361,74.004711,08-04-2023 08:08
9.18529E+11,18.444082,74.120882,14-07-2023 23:09
9.1339E+11,18.570654,73.8245,01-02-2023 22:50
9.12194E+11,18.424509,74.18449,28-10-2023 21:35
9.18105E+11,18.588316,73.95526,12-03-2023 09:08
9.1231E+11,18.493323,73.906945,03-07-2023 13:50
9.18344E+11,18.640042,74.18216,10-11-2023 08:39
9.19038E+11,18.596482,73.989853,08-12-2023 15:23
9.19798E+11,18.532835,74.006697,22-07-2023 15:52
9.11492E+11,18.68667,74.170754,30-01-2023 09:34
9.18916E+11,18.613863,74.032587,27-03-2023 16:52
9.16553E+11,18.618194,74.153923,02-09-2023 14:07
9.18448E+11,18.540165,74.127244,23-02-2023 19:48
9.16588E+11,18.496982,74.103648,22-04-2023 06:15
9.17788E+11,18.684898,74.178137,17-02-2023 08:21
9.19762E+11,18.543945,74.138747,05-01-2023 12:49
9.14708E+11,18.633341,73.887663,03-05-2023 18:16
9.13963E+11,18.529476,73.973654,09-10-2023 06:28
9.13965E+11,18.421336,73.956512,16-12-2023 06:04
9.13682E+11,18.634017,73.963779,03-09-2023 04:04
9.13888E+11,18.412052,74.100208,19-09-2023 09:40
9.10021E+11,18.643535,74.064065,20-03-2023 14:54
9.12828E+11,18.494271,73.972134,16-01-2023 06:59
9.19067E+11,18.600559,74.065744,20-05-2023 06:38
9.13251E+11,18.518067,74.041646,26-03-2023 22:36
9.12972E+11,18.574964,73.828649,01-11-2023 17:53
9.14626E+11,18.512291,73.864872,18-02-2023 00:42
9.19285E+11,18.493501,74.110833,11-03-2023 09:40
9.1041E+11,18.662495,73.871719,04-01-2023 08:01
9.11795E+11,18.461213,74.19893,20-02-2023 01:57
9.14841E+11,18.568812,74.103006,08-09-2023 03:01
9.14576E+11,18.690221,74.139552,12-07-2023 09:34
9.16022E+11,18.436152,74.033914,07-10-2023 07:10
9.10967E+11,18.597124,73.894621,02-01-2023 21:08
9.18139E+11,18.418918,74.119106,15-12-2023 14:49
9.16016E+11,18.64525,74.109434,05-06-2023 16:14
9.12915E+11,18.516907,74.036358,19-01-2023 22:43
9.17292E+11,18.439599,74.111341,08-02-2023 20:20
9.17775E+11,18.631778,74.075076,24-04-2023 19:36
9.17422E+11,18.662229,74.157727,21-01-2023 23:45
9.19986E+11,18.68797,73.877952,03-01-2023 11:58
9.19549E+11,18.441252,73.814873,22-04-2023 22:31
9.18894E+11,18.433662,73.841378,28-08-2023 21:07
9.12504E+11,18.65611,73.848719,11-09-2023 08:37
9.1327E+11,18.54747,74.062979,06-12-2023 10:22
9.19265E+11,18.461698,74.154203,01-07-2023 19:08
9.12257E+11,18.698279,74.051446,09-04-2023 09:04
9.11747E+11,18.435888,73.95283,10-12-2023 07:01
9.11698E+11,18.602344,74.197753,22-01-2023 16:34
9.10992E+11,18.632977,74.059789,02-08-2023 09:19
9.19103E+11,18.654685,74.047941,21-04-2023 06:34
9.17485E+11,18.414754,74.184229,30-03-2023 14:21
9.17378E+11,18.600852,74.125234,31-01-2023 13:22
9.11578E+11,18.484343,74.177599,28-01-2023 19:32
9.16919E+11,18.483294,73.970108,09-03-2023 05:30
9.12532E+11,18.648249,73.860825,13-02-2023 20:52
9.15522E+11,18.619902,74.050798,24-02-2023 09:03
9.12509E+11,18.4601,74.164502,04-01-2023 17:06
9.13656E+11,18.477004,73.963673,26-09-2023 22:08
9.16709E+11,18.665893,74.034426,22-06-2023 19:04
9.17419E+11,18.403627,73.819359,28-11-2023 17:11
9.12422E+11,18.42283,74.156573,01-11-2023 15:09
9.17838E+11,18.519102,74.073746,30-10-2023 14:41
9.10559E+11,18.459049,74.194489,20-12-2023 02:36
9.1049E+11,18.562426,73.951625,06-09-2023 04:39
9.10327E+11,18.506289,73.886172,07-03-2023 13:59
9.16964E+11,18.595666,73.921963,17-07-2023 00:17
9.14373E+11,18.418083,73.873499,03-04-2023 06:00
9.12274E+11,18.660143,73.824513,10-08-2023 11:42
9.18514E+11,18.492452,74.124415,14-03-2023 10:10
9.19894E+11,18.571241,73.980898,27-06-2023 04:40
9.12158E+11,18.596781,73.816194,14-03-2023 10:33
9.13318E+11,18.680382,74.026482,23-05-2023 12:18
9.19201E+11,18.555916,73.877805,08-12-2023 23:00
9.18226E+11,18.408252,74.06341,28-08-2023 16:41
9.18058E+11,18.542841,73.939254,18-06-2023 05:49
9.12024E+11,18.525475,74.157533,30-04-2023 17:01
9.14138E+11,18.582041,73.939492,12-03-2023 15:28
9.14699E+11,18.442689,73.889155,26-11-2023 05:35
9.15033E+11,18.657673,74.080954,18-04-2023 16:32
9.19875E+11,18.679742,73.804143,01-09-2023 06:51
9.12491E+11,18.63532,74.108613,05-04-2023 12:31
9.12751E+11,18.699384,73.902206,17-10-2023 10:00
9.11921E+11,18.426268,73.883275,27-10-2023 10:10
9.15557E+11,18.694134,74.160127,30-10-2023 02:01
9.10576E+11,18.542721,74.072948,05-04-2023 07:11
9.10458E+11,18.664101,74.114793,05-07-2023 12:50
9.13173E+11,18.445979,73.868126,14-08-2023 03:17
9.1284E+11,18.43361,74.151152,24-02-2023 09:50
9.12743E+11,18.628067,74.112242,11-02-2023 13:05
9.10063E+11,18.465765,74.106682,18-12-2023 13:37
9.18711E+11,18.41712,73.883767,11-08-2023 21:29
9.18701E+11,18.531275,73.852307,07-10-2023 12:34
9.12778E+11,18.520245,73.915839,24-06-2023 02:14
9.11104E+11,18.49199,74.03278,14-05-2023 17:06
9.19079E+11,18.540881,73.925437,04-10-2023 13:39
9.1335E+11,18.446179,74.149227,20-10-2023 00:51
9.13308E+11,18.410044,73.874599,02-04-2023 09:14
9.15394E+11,18.52276,74.124819,05-03-2023 22:57
9.19062E+11,18.622565,73.811569,18-02-2023 01:23
9.16603E+11,18.489093,74.048249,03-09-2023 20:25
9.16901E+11,18.465021,74.189327,21-11-2023 03:07
9.17525E+11,18.678365,74.009792,03-06-2023 06:28
9.16683E+11,18.667376,73.93624,16-08-2023 05:54
9.15515E+11,18.63697,74.096641,07-04-2023 12:20
9.11254E+11,18.648923,73.843379,08-06-2023 12:54
9.10761E+11,18.565979,73.873958,04-06-2023 15:44
9.14232E+11,18.639175,73.859678,28-10-2023 19:32
9.12658E+11,18.69095,74.167065,22-12-2023 22:48
9.16801E+11,18.627557,74.02957,11-12-2023 17:28
9.18242E+11,18.513172,73.898825,27-05-2023 03:34
9.19535E+11,18.566384,74.027919,21-11-2023 07:16
9.18361E+11,18.55914,74.162507,18-08-2023 01:19
9.16779E+11,18.552145,73.994479,23-07-2023 10:09
9.18247E+11,18.419679,74.142415,14-08-2023 12:32
9.1327E+11,18.491579,74.148054,06-08-2023 14:38
9.17472E+11,18.472664,74.031906,13-08-2023 02:03
9.1083E+11,18.480223,74.182041,05-09-2023 16:32
9.12066E+11,18.63118,73.812103,14-03-2023 14:17
9.17892E+11,18.589676,73.806103,01-04-2023 08:35
9.17437E+11,18.597487,74.116017,07-10-2023 16:57
9.12734E+11,18.453209,74.1305,03-08-2023 18:59
9.14492E+11,18.505566,74.188819,13-04-2023 05:34
9.16334E+11,18.4072,73.813229,21-09-2023 03:47
9.19166E+11,18.678678,74.052573,19-03-2023 16:55
9.10186E+11,18.43178,74.097619,06-06-2023 23:24
9.18188E+11,18.44233,73.833899,24-01-2023 05:13
9.19276E+11,18.445894,74.016021,01-04-2023 18:42
9.10936E+11,18.635981,73.96413,23-02-2023 21:40
9.11387E+11,18.508554,74.133386,19-08-2023 21:04
9.13794E+11,18.502148,73.805769,11-04-2023 02:38
9.13973E+11,18.633966,74.184049,20-12-2023 15:18
9.14432E+11,18.52805,73.83708,05-05-2023 19:14
9.14401E+11,18.478637,74.149142,16-11-2023 05:08
9.16153E+11,18.665443,73.848045,21-08-2023 10:32
9.17521E+11,18.663249,73.997925,11-05-2023 08:54
9.13425E+11,18.627729,73.849252,02-04-2023 06:11
9.13203E+11,18.555515,73.819967,03-09-2023 00:22
9.13197E+11,18.589792,74.070412,30-06-2023 04:50
9.17316E+11,18.686786,74.130508,10-09-2023 07:58
9.15827E+11,18.662469,73.950999,15-04-2023 03:16
9.16473E+11,18.669959,73.903531,11-09-2023 18:05
9.15837E+11,18.443778,73.841188,28-07-2023 15:05
9.10094E+11,18.476288,73.908736,31-01-2023 20:17
9.10431E+11,18.580099,73.895559,19-12-2023 02:20
9.11872E+11,18.687937,73.819448,13-05-2023 16:34
9.10928E+11,18.410384,74.025622,09-12-2023 18:04
9.12246E+11,18.527864,74.054012,05-05-2023 19:42
9.10402E+11,18.574172,73.839375,09-09-2023 14:42
9.19533E+11,18.62641,74.129938,14-08-2023 05:55
9.15552E+11,18.439589,74.165171,22-04-2023 17:16
9.10153E+11,18.548089,74.148826,09-11-2023 14:06
9.17933E+11,18.562029,73.894111,22-07-2023 19:31
9.10862E+11,18.602553,74.196112,23-10-2023 22:23
9.1996E+11,18.426733,74.002044,20-04-2023 09:11
9.11254E+11,18.689164,73.804906,03-12-2023 09:23
9.17869E+11,18.61637,74.027236,20-08-2023 20:23
9.15679E+11,18.622815,73.858873,13-07-2023 23:22
9.15153E+11,18.527002,74.111393,21-04-2023 11:26
9.12173E+11,18.541226,73.918785,29-08-2023 19:26
9.12729E+11,18.571516,73.828909,21-02-2023 02:26
9.1425E+11,18.455284,74.070454,02-09-2023 05:49
9.18765E+11,18.697254,74.017617,25-10-2023 12:17
9.13736E+11,18.475881,74.014538,28-08-2023 16:08
9.19503E+11,18.662626,74.18234,30-10-2023 17:13
9.13928E+11,18.417895,73.885302,04-03-2023 04:38
9.10143E+11,18.412915,74.151226,23-02-2023 13:20
9.12929E+11,18.697981,74.157492,11-02-2023 05:33
9.15251E+11,18.676552,74.093125,02-10-2023 21:54
9.10967E+11,18.648098,73.995031,16-11-2023 09:38
9.15447E+11,18.548599,74.113053,05-04-2023 07:09
9.17241E+11,18.699377,73.816712,20-02-2023 09:36
9.18095E+11,18.409607,74.097833,11-02-2023 12:43
9.18347E+11,18.636279,73.914648,09-10-2023 06:49
9.1351E+11,18.591178,74.028163,14-10-2023 16:35
9.13055E+11,18.574556,73.823988,13-05-2023 13:48
9.12948E+11,18.625589,73.867175,04-03-2023 04:22
9.14212E+11,18.464507,74.124029,07-08-2023 00:08
9.17041E+11,18.635473,73.926771,08-01-2023 18:56
9.10599E+11,18.639228,73.922785,21-10-2023 21:44
9.14748E+11,18.679809,73.933262,07-12-2023 16:52
9.11069E+11,18.662554,73.974275,15-06-2023 14:07
9.10711E+11,18.520603,74.167178,03-05-2023 20:53
9.17978E+11,18.651464,73.950588,12-12-2023 19:48
9.18618E+11,18.581525,74.062906,29-10-2023 22:05
9.13028E+11,18.671928,73.872888,27-05-2023 18:22
9.1722E+11,18.583269,73.882622,02-08-2023 01:06
9.17625E+11,18.516329,73.959083,14-02-2023 22:12
9.14409E+11,18.632513,73.85241,27-06-2023 06:28
9.13544E+11,18.620509,74.188841,01-09-2023 01:12
9.17382E+11,18.515487,73.995439,16-10-2023 21:19
9.18374E+11,18.489493,73.851002,30-01-2023 18:26
9.13135E+11,18.445859,74.139996,23-10-2023 04:09
9.1536E+11,18.676333,74.186049,30-09-2023 02:00
9.12673E+11,18.648771,74.013051,05-10-2023 07:03
9.19919E+11,18.657743,74.043887,11-06-2023 22:04
9.14444E+11,18.695543,73.856093,17-06-2023 22:52
9.17995E+11,18.57866,73.935727,14-04-2023 06:12
9.19273E+11,18.402814,73.99069,04-07-2023 23:57
9.19354E+11,18.44152,74.063997,27-04-2023 23:40
9.18544E+11,18.427691,73.840695,02-05-2023 01:09
9.11742E+11,18.417506,73.854267,12-07-2023 06:27
9.10896E+11,18.538756,73.839959,18-10-2023 07:00
9.1057E+11,18.62421,73.895479,22-05-2023 14:28
9.10703E+11,18.482229,73.80244,29-06-2023 05:26
